lsoa_code,borough,major_category,minor_category,value,year,month
E01003360,Merton,Drugs,Drug Trafficking,0,2016,3
E01002889,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,3,2016,4
E01004167,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,8
E01003599,Newham,Other Notifiable Offences,Other Notifiable,0,2016,7
E01001974,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01000091,Barking and Dagenham,Robbery,Business Property,0,2016,11
E01003924,Southwark,Violence Against the Person,Other violence,0,2016,8
E01003664,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,1
E01001556,Enfield,Drugs,Possession Of Drugs,0,2016,9
E01000051,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01003245,Lewisham,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01002841,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,11
E01003394,Merton,Violence Against the Person,Harassment,1,2016,5
E01000703,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01002348,Havering,Burglary,Burglary in Other Buildings,0,2016,10
E01001862,Hammersmith and Fulham,Fraud or Forgery,Other Fraud & Forgery,0,2016,2
E01002804,Islington,Violence Against the Person,Wounding/GBH,0,2016,9
E01004403,Waltham Forest,Robbery,Business Property,1,2016,10
E01003253,Lewisham,Theft and Handling,Handling Stolen Goods,0,2016,11
E01004274,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,0,2016,10
E01004259,Tower Hamlets,Violence Against the Person,Assault with Injury,1,2016,3
E01003256,Lewisham,Violence Against the Person,Wounding/GBH,0,2016,12
E01004652,Westminster,Violence Against the Person,Offensive Weapon,0,2016,3
E01002343,Havering,Burglary,Burglary in a Dwelling,1,2016,1
E01002922,Kingston upon Thames,Theft and Handling,Other Theft,0,2016,4
E01000501,Brent,Theft and Handling,Other Theft,2,2016,1
E01001789,Hackney,Burglary,Burglary in a Dwelling,1,2016,2
E01033709,Hackney,Burglary,Burglary in a Dwelling,0,2016,11
E01003112,Lambeth,Violence Against the Person,Assault with Injury,1,2016,7
E01000308,Barnet,Theft and Handling,Other Theft,1,2016,2
E01001266,Ealing,Criminal Damage,Other Criminal Damage,0,2016,11
E01002583,Hounslow,Theft and Handling,Theft From Shops,0,2016,12
E01001514,Enfield,Robbery,Business Property,0,2016,11
E01003326,Lewisham,Theft and Handling,Other Theft Person,0,2016,4
E01003062,Lambeth,Robbery,Business Property,0,2016,3
E01004367,Waltham Forest,Drugs,Possession Of Drugs,1,2016,9
E01003284,Lewisham,Drugs,Possession Of Drugs,2,2016,12
E01033324,Lewisham,Theft and Handling,Other Theft,2,2016,11
E01001336,Ealing,Violence Against the Person,Harassment,1,2016,6
E01002876,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,0,2016,11
E01002980,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01004185,Sutton,Robbery,Personal Property,1,2016,1
E01003645,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,9
E01000097,Barking and Dagenham,Violence Against the Person,Harassment,1,2016,11
E01003055,Lambeth,Violence Against the Person,Other violence,3,2016,6
E01001927,Hammersmith and Fulham,Violence Against the Person,Murder,0,2016,5
E01002440,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,1,2016,8
E01000547,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,12
E01004445,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,9
E01004358,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2016,11
E01002359,Havering,Other Notifiable Offences,Other Notifiable,0,2016,1
E01002836,Kensington and Chelsea,Sexual Offences,Other Sexual,0,2016,4
E01003533,Newham,Drugs,Drug Trafficking,0,2016,7
E01032566,Bexley,Drugs,Drug Trafficking,0,2016,5
E01000520,Brent,Theft and Handling,Theft From Motor Vehicle,0,2016,8
E01000468,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2016,3
E01001625,Greenwich,Violence Against the Person,Harassment,0,2016,6
E01001431,Enfield,Theft and Handling,Other Theft,0,2016,8
E01001604,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,4
E01001793,Hackney,Theft and Handling,Theft From Shops,0,2016,10
E01004207,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,11
E01032646,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,9
E01001106,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01002883,Kensington and Chelsea,Robbery,Personal Property,1,2016,10
E01002529,Hillingdon,Drugs,Drug Trafficking,0,2016,4
E01002051,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,7,2016,12
E01001611,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,11
E01033595,Westminster,Burglary,Burglary in Other Buildings,10,2016,6
E01004136,Sutton,Drugs,Possession Of Drugs,0,2016,2
E01004365,Waltham Forest,Robbery,Personal Property,0,2016,11
E01003147,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01000589,Brent,Violence Against the Person,Assault with Injury,2,2016,10
E01003398,Merton,Theft and Handling,Theft From Shops,0,2016,5
E01000882,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,10
E01000600,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01003515,Newham,Theft and Handling,Theft From Motor Vehicle,0,2016,11
E01000973,Camden,Violence Against the Person,Offensive Weapon,0,2016,6
E01001146,Croydon,Violence Against the Person,Common Assault,1,2016,7
E01001786,Hackney,Violence Against the Person,Assault with Injury,1,2016,6
E01003141,Lambeth,Burglary,Burglary in Other Buildings,0,2016,5
E01001179,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,8
E01003456,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01001383,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,9
E01000884,Camden,Theft and Handling,Other Theft Person,0,2016,10
E01032575,Haringey,Robbery,Business Property,2,2016,5
E01033084,Hounslow,Drugs,Other Drugs,0,2016,12
E01001829,Hackney,Theft and Handling,Other Theft Person,1,2016,9
E01003591,Newham,Robbery,Personal Property,1,2016,3
E01003459,Merton,Criminal Damage,Other Criminal Damage,2,2016,4
E01004555,Wandsworth,Robbery,Personal Property,0,2016,12
E01001599,Greenwich,Criminal Damage,Other Criminal Damage,0,2016,6
E01004258,Tower Hamlets,Burglary,Burglary in a Dwelling,1,2016,2
E01002306,Havering,Theft and Handling,Other Theft Person,0,2016,6
E01003262,Lewisham,Theft and Handling,Theft From Motor Vehicle,0,2016,8
E01001864,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2016,3
E01004089,Sutton,Violence Against the Person,Common Assault,0,2016,5
E01003178,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01001421,Enfield,Other Notifiable Offences,Going Equipped,0,2016,9
E01003070,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01003548,Newham,Theft and Handling,Handling Stolen Goods,0,2016,3
E01002303,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,4
E01002602,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01003404,Merton,Theft and Handling,Other Theft Person,0,2016,4
E01004467,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01001927,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2016,11
E01000960,Camden,Violence Against the Person,Harassment,0,2016,11
E01002848,Kensington and Chelsea,Violence Against the Person,Offensive Weapon,0,2016,7
E01003694,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,7
E01003073,Lambeth,Robbery,Personal Property,0,2016,7
E01000294,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,12
E01002707,Islington,Violence Against the Person,Common Assault,0,2016,9
E01003219,Lewisham,Other Notifiable Offences,Other Notifiable,0,2016,8
E01003854,Richmond upon Thames,Theft and Handling,Theft From Shops,0,2016,4
E01002284,Havering,Violence Against the Person,Wounding/GBH,0,2016,8
E01001130,Croydon,Burglary,Burglary in Other Buildings,0,2016,1
E01000364,Bexley,Theft and Handling,Handling Stolen Goods,0,2016,5
E01001927,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2016,2
E01001534,Enfield,Robbery,Business Property,0,2016,12
E01002199,Harrow,Burglary,Burglary in Other Buildings,0,2016,8
E01001807,Hackney,Drugs,Other Drugs,0,2016,7
E01033148,Enfield,Burglary,Burglary in a Dwelling,0,2016,6
E01003203,Lewisham,Violence Against the Person,Murder,0,2016,7
E01001155,Croydon,Theft and Handling,Other Theft,6,2016,4
E01032563,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,3
E01000640,Brent,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01001185,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,3
E01002314,Havering,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01003023,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,3
E01003462,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,12
E01002719,Islington,Theft and Handling,Other Theft Person,4,2016,2
E01003822,Richmond upon Thames,Theft and Handling,Theft From Shops,0,2016,4
E01004247,Tower Hamlets,Violence Against the Person,Common Assault,4,2016,8
E01032568,Bromley,Drugs,Possession Of Drugs,2,2016,8
E01001383,Ealing,Violence Against the Person,Assault with Injury,0,2016,6
E01003977,Southwark,Violence Against the Person,Harassment,0,2016,3
E01003000,Kingston upon Thames,Burglary,Burglary in Other Buildings,0,2016,10
E01033580,Newham,Violence Against the Person,Other violence,0,2016,1
E01002738,Islington,Theft and Handling,Other Theft,3,2016,1
E01000202,Barnet,Violence Against the Person,Assault with Injury,0,2016,1
E01003085,Lambeth,Violence Against the Person,Harassment,1,2016,1
E01000638,Brent,Fraud or Forgery,Counted per Victim,0,2016,11
E01000922,Camden,Criminal Damage,Other Criminal Damage,0,2016,2
E01004201,Tower Hamlets,Drugs,Drug Trafficking,0,2016,12
E01000163,Barnet,Theft and Handling,Theft From Motor Vehicle,1,2016,10
E01002742,Islington,Violence Against the Person,Harassment,1,2016,11
E01004032,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,7
E01002944,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,6
E01004273,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,7
E01001193,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,7
E01004601,Wandsworth,Violence Against the Person,Wounding/GBH,0,2016,4
E01000677,Bromley,Burglary,Burglary in a Dwelling,0,2016,11
E01004207,Tower Hamlets,Violence Against the Person,Offensive Weapon,0,2016,7
E01001467,Enfield,Violence Against the Person,Harassment,0,2016,12
E01001467,Enfield,Criminal Damage,Other Criminal Damage,0,2016,6
E01004428,Waltham Forest,Other Notifiable Offences,Other Notifiable,0,2016,1
E01000970,Camden,Criminal Damage,Other Criminal Damage,0,2016,8
E01002730,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01002014,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,6
E01000132,Barnet,Robbery,Business Property,0,2016,9
E01004699,Westminster,Violence Against the Person,Common Assault,2,2016,12
E01003108,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,11
E01002557,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01004164,Sutton,Criminal Damage,Criminal Damage To Dwelling,1,2016,11
E01001591,Greenwich,Drugs,Drug Trafficking,0,2016,2
E01001785,Hackney,Burglary,Burglary in a Dwelling,2,2016,6
E01001801,Hackney,Violence Against the Person,Harassment,0,2016,2
E01002046,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,10
E01000330,Bexley,Theft and Handling,Theft From Shops,0,2016,8
E01000447,Bexley,Other Notifiable Offences,Other Notifiable,1,2016,11
E01004666,Westminster,Violence Against the Person,Offensive Weapon,0,2016,2
E01002029,Haringey,Drugs,Possession Of Drugs,2,2016,7
E01003546,Newham,Violence Against the Person,Offensive Weapon,0,2016,7
E01000916,Camden,Violence Against the Person,Harassment,5,2016,12
E01001462,Enfield,Violence Against the Person,Common Assault,0,2016,12
E01004695,Westminster,Violence Against the Person,Offensive Weapon,0,2016,5
E01003715,Redbridge,Theft and Handling,Other Theft Person,1,2016,7
E01000933,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,2
E01003486,Newham,Drugs,Possession Of Drugs,0,2016,6
E01033327,Lewisham,Violence Against the Person,Other violence,1,2016,4
E01004553,Wandsworth,Theft and Handling,Other Theft,3,2016,7
E01032789,Hammersmith and Fulham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,12
E01003113,Lambeth,Burglary,Burglary in a Dwelling,2,2016,7
E01000064,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,1,2016,11
E01000666,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,2
E01002623,Hounslow,Theft and Handling,Other Theft Person,0,2016,7
E01000098,Barking and Dagenham,Robbery,Business Property,1,2016,10
E01001735,Hackney,Other Notifiable Offences,Going Equipped,0,2016,8
E01000621,Brent,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,7
E01004497,Wandsworth,Theft and Handling,Theft From Motor Vehicle,3,2016,2
E01000019,Barking and Dagenham,Violence Against the Person,Murder,0,2016,6
E01002764,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,4
E01003900,Richmond upon Thames,Violence Against the Person,Assault with Injury,0,2016,11
E01003945,Southwark,Violence Against the Person,Harassment,0,2016,3
E01004185,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01001237,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01003368,Merton,Sexual Offences,Rape,0,2016,5
E01000720,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2016,9
E01002408,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,10
E01000237,Barnet,Violence Against the Person,Wounding/GBH,2,2016,10
E01003066,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,3
E01000948,Camden,Theft and Handling,Handling Stolen Goods,0,2016,7
E01001779,Hackney,Fraud or Forgery,Other Fraud & Forgery,0,2016,5
E01003754,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01001915,Hammersmith and Fulham,Theft and Handling,Other Theft Person,1,2016,11
E01000807,Bromley,Theft and Handling,Other Theft Person,0,2016,8
E01001949,Hammersmith and Fulham,Drugs,Possession Of Drugs,1,2016,4
E01001772,Hackney,Drugs,Drug Trafficking,0,2016,3
E01003255,Lewisham,Burglary,Burglary in Other Buildings,0,2016,7
E01001376,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01003055,Lambeth,Violence Against the Person,Harassment,3,2016,8
E01001511,Enfield,Criminal Damage,Other Criminal Damage,1,2016,3
E01002069,Haringey,Violence Against the Person,Harassment,2,2016,6
E01000513,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01003180,Lambeth,Theft and Handling,Other Theft,0,2016,6
E01001668,Greenwich,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01001847,Hackney,Theft and Handling,Theft From Motor Vehicle,1,2016,11
E01001688,Greenwich,Drugs,Drug Trafficking,0,2016,12
E01000363,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,8
E01003397,Merton,Other Notifiable Offences,Other Notifiable,0,2016,7
E01002617,Hounslow,Criminal Damage,Other Criminal Damage,0,2016,10
E01000569,Brent,Other Notifiable Offences,Other Notifiable,0,2016,6
E01001594,Greenwich,Robbery,Business Property,0,2016,7
E01001363,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,10
E01004319,Tower Hamlets,Drugs,Possession Of Drugs,0,2016,6
E01002643,Hounslow,Violence Against the Person,Harassment,0,2016,10
E01004692,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,11
E01004707,Westminster,Theft and Handling,Other Theft,1,2016,8
E01001712,Greenwich,Burglary,Burglary in a Dwelling,3,2016,2
E01000094,Barking and Dagenham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,11
E01003517,Newham,Drugs,Possession Of Drugs,2,2016,8
E01001440,Enfield,Criminal Damage,Other Criminal Damage,0,2016,12
E01000636,Brent,Burglary,Burglary in Other Buildings,1,2016,1
E01003876,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,12
E01003626,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01004477,Wandsworth,Theft and Handling,Theft From Motor Vehicle,4,2016,3
E01003195,Lewisham,Theft and Handling,Theft From Motor Vehicle,0,2016,9
E01000122,Barnet,Violence Against the Person,Common Assault,0,2016,3
E01033713,Hackney,Theft and Handling,Other Theft,1,2016,9
E01002275,Havering,Burglary,Burglary in a Dwelling,0,2016,9
E01004133,Sutton,Other Notifiable Offences,Other Notifiable,0,2016,8
E01000827,Bromley,Theft and Handling,Other Theft,0,2016,8
E01003974,Southwark,Burglary,Burglary in a Dwelling,0,2016,1
E01002909,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,0,2016,3
E01004703,Westminster,Violence Against the Person,Offensive Weapon,0,2016,7
E01004364,Waltham Forest,Theft and Handling,Theft From Shops,0,2016,9
E01002093,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01003738,Redbridge,Theft and Handling,Other Theft Person,0,2016,7
E01002933,Kingston upon Thames,Robbery,Personal Property,0,2016,2
E01004624,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2016,2
E01002248,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,11
E01003883,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01004665,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,5
E01000908,Camden,Criminal Damage,Other Criminal Damage,0,2016,6
E01000525,Brent,Burglary,Burglary in a Dwelling,2,2016,2
E01001478,Enfield,Theft and Handling,Other Theft,1,2016,4
E01003652,Redbridge,Other Notifiable Offences,Other Notifiable,0,2016,8
E01000983,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2016,6
E01002739,Islington,Criminal Damage,Criminal Damage To Dwelling,2,2016,8
E01004029,Southwark,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01000050,Barking and Dagenham,Fraud or Forgery,Other Fraud & Forgery,0,2016,10
